"V1","V2","V3","V4","V5","V6","V7"
"hard","hard","hard","hard","hard","hard","hard"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"1","2.41421356237309","3.73205080756888","1","-1","1.93185165257814","-0.658918622597891"
"2.41421356237309","3.73205080756888","1","2.41421356237309","-0.931851652578137","-1","1.36602540378444"
"3.73205080756888","1","2.41421356237309","5.09524105384777","1.93185165257814","-1.8957727197693","-1.38870190432599"
"1","2.41421356237309","5.09524105384777","3.14626436994197","-1","1.37813462956426","-2.41364593070832"
"2.41421356237309","5.09524105384777","3.14626436994197","1","-1.8957727197693","1.51763809020504","1.68159512313945"
"5.09524105384777","3.14626436994197","1","4.68555772028297","1.37813462956426","-2.60608285646652","1.27797385175339"
"3.14626436994197","1","4.68555772028297","6.47890245052378","1.51763809020504","-1.26808621975844","-3.50909790043239"
"1","4.68555772028297","6.47890245052378","3.73205080756888","-2.60608285646652","1.94231742364682","-2.26269776890484"
"4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","-1.26808621975844","0","1.8501792778345"
"6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","1.94231742364682","0.414213562373095","1.6663190402909"
"3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","0","0.517638090205042","0.951811841411343"
"3.73205080756888","3.14626436994197","2.41421356237309","1","0.414213562373095","1","1.73205080756888"
"3.14626436994197","2.41421356237309","1","3.73205080756888","0.517638090205042","-1.93185165257814","0.414213562373095"
"2.41421356237309","1","3.73205080756888","1","1","1.93185165257814","-0.658918622597891"
"1","3.73205080756888","1","3.14626436994197","-1.93185165257814","-1.51763809020504","0.292893218813452"
"3.73205080756888","1","3.14626436994197","1","1.93185165257814","1.51763809020504","0.292893218813452"
"1","3.14626436994197","1","2.41421356237309","-1.51763809020504","-1","0.366025403784439"
"3.14626436994197","1","2.41421356237309","1","1.51763809020504","1","0.366025403784439"
"1","2.41421356237309","1","2.41421356237309","-1","-1","0"
"2.41421356237309","1","2.41421356237309","1","1","1","0"
"1","2.41421356237309","1","3.14626436994197","-1","-1.51763809020504","-0.366025403784439"
"Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds"
"5.09524105384777","2.41421356237309","2.41421356237309","1","1.8957727197693","0","2.04762052692388"
"2.41421356237309","2.41421356237309","1","2.41421356237309","0","0","0"
"2.41421356237309","1","2.41421356237309","3.73205080756888","0","0","0"
"1","2.41421356237309","3.73205080756888","1","0","1.93185165257814","0"
"2.41421356237309","3.73205080756888","1","4.68555772028297","0","-2.60608285646652","0"
"3.73205080756888","1","4.68555772028297","5.09524105384777","1.93185165257814","0","-2.52437398328093"
"1","4.68555772028297","5.09524105384777","2.41421356237309","-2.60608285646652","1.8957727197693","0"
"4.68555772028297","5.09524105384777","2.41421356237309","1","0","0","3.18329260587882"
"5.09524105384777","2.41421356237309","1","3.73205080756888","1.8957727197693","-1.93185165257814","0"
"2.41421356237309","1","3.73205080756888","6.16227766016838","0","-1.71842988729475","-3.24005745268208"
"1","3.73205080756888","6.16227766016838","3.73205080756888","-1.93185165257814","1.71842988729475","-2.58113883008419"
"3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","-1.71842988729475","0","0"
"6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1.71842988729475","0","0"
"3.73205080756888","3.14626436994197","3.73205080756888","1","0","1.93185165257814","0"
"3.14626436994197","3.73205080756888","1","3.14626436994197","0","0","0"
"3.73205080756888","1","3.14626436994197","4.23606797749979","1.93185165257814","0","0"
"1","3.14626436994197","4.23606797749979","1","0","2.28824561127074","0"
"3.14626436994197","4.23606797749979","1","1","0","0","2.69116617372088"
"4.23606797749979","1","1","1","2.28824561127074","0","0"
"1","1","1","1","0","0","0"
"1","1","1","1","0","0","0"
"1","1","1","3.14626436994197","0","0","0"
"1","1","3.14626436994197","1","0","0","0"
"1","3.14626436994197","1","1","0","0","0"
"3.14626436994197","1","1","3.14626436994197","0","0","0"
"1","1","3.14626436994197","3.73205080756888","0","0","-2.43915758875542"
"1","3.14626436994197","3.73205080756888","6.78072640549315","0","-2.15573918893021","-3.18325642156003"
"3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","0","0","-2.29398447413263"
"3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","-2.15573918893021","0","0"
"6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","0","0","2.29398447413263"
"4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","0","0","0"
"3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","0","0","0"
"3.14626436994197","4.23606797749979","3.14626436994197","1","0","0","0"
"4.23606797749979","3.14626436994197","1","2.41421356237309","0","0","1.98405939253433"
"3.14626436994197","1","2.41421356237309","3.14626436994197","0","0","0"
"1","2.41421356237309","3.14626436994197","1","0","0","0"
"2.41421356237309","3.14626436994197","1","2.41421356237309","0","0","0"
"3.14626436994197","1","2.41421356237309","3.73205080756888","0","0","0"
"1","2.41421356237309","3.73205080756888","1","0","1.93185165257814","0"
"2.41421356237309","3.73205080756888","1","2.41421356237309","0","0","0"
"3.73205080756888","1","2.41421356237309","5.09524105384777","1.93185165257814","-1.8957727197693","0"
"1","2.41421356237309","5.09524105384777","3.14626436994197","0","0","-2.41364593070832"
"2.41421356237309","5.09524105384777","3.14626436994197","1","-1.8957727197693","0","1.68159512313945"
"5.09524105384777","3.14626436994197","1","4.68555772028297","0","-2.60608285646652","0"
"3.14626436994197","1","4.68555772028297","6.47890245052378","0","0","-3.50909790043239"
"1","4.68555772028297","6.47890245052378","3.73205080756888","-2.60608285646652","1.94231742364682","-2.26269776890484"
"4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","0","0","1.8501792778345"
"6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","1.94231742364682","0","1.6663190402909"
"3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","0","0","0"
"3.73205080756888","3.14626436994197","2.41421356237309","1","0","0","1.73205080756888"
"3.14626436994197","2.41421356237309","1","3.73205080756888","0","-1.93185165257814","0"
"2.41421356237309","1","3.73205080756888","1","0","1.93185165257814","0"
"1","3.73205080756888","1","3.14626436994197","-1.93185165257814","0","0"
"3.73205080756888","1","3.14626436994197","1","1.93185165257814","0","0"
"1","3.14626436994197","1","2.41421356237309","0","0","0"
"3.14626436994197","1","2.41421356237309","1","0","0","0"
"1","2.41421356237309","1","2.41421356237309","0","0","0"
"2.41421356237309","1","2.41421356237309","1","0","0","0"
"1","2.41421356237309","1","3.14626436994197","0","0","0"
"soft","soft","soft","soft","soft","soft","soft"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"5.09524105384777","2.41421356237309","2.41421356237309","1","5.3099862821424","2.41421356237309","5.46183408929698"
"2.41421356237309","2.41421356237309","1","2.41421356237309","3.41421356237309","2.41421356237309","4.12132034355964"
"2.41421356237309","1","2.41421356237309","3.73205080756888","2.41421356237309","4.34606521495123","4.78023896615753"
"1","2.41421356237309","3.73205080756888","1","2.41421356237309","3.34606521495123","4.07313218497098"
"2.41421356237309","3.73205080756888","1","4.68555772028297","4.34606521495123","4.02029641883961","5.91591104511247"
"3.73205080756888","1","4.68555772028297","5.09524105384777","3.34606521495123","6.91606913860891","7.25642479084981"
"1","4.68555772028297","5.09524105384777","2.41421356237309","4.02029641883961","5.3099862821424","6.59750616825191"
"4.68555772028297","5.09524105384777","2.41421356237309","1","6.91606913860891","2.41421356237309","6.59750616825192"
"5.09524105384777","2.41421356237309","1","3.73205080756888","5.3099862821424","3.34606521495123","6.12075271189487"
"2.41421356237309","1","3.73205080756888","6.16227766016838","2.41421356237309","6.99634675482412","6.65427101505518"
"1","3.73205080756888","6.16227766016838","3.73205080756888","3.34606521495123","6.99634675482412","7.31318963765306"
"3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","6.99634675482412","4.86370330515627","8.38632182262405"
"6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","6.99634675482412","4.86370330515627","8.38632182262405"
"3.73205080756888","3.14626436994197","3.73205080756888","1","4.86370330515627","3.34606521495123","5.80518299253986"
"3.14626436994197","3.73205080756888","1","3.14626436994197","4.86370330515627","2.93185165257814","5.51228977372641"
"3.73205080756888","1","3.14626436994197","4.23606797749979","3.34606521495123","5.22009726384887","6.05719157750532"
"1","3.14626436994197","4.23606797749979","1","2.93185165257814","3.70245917364383","4.69116617372088"
"3.14626436994197","4.23606797749979","1","1","5.22009726384887","1.41421356237309","4.69116617372088"
"4.23606797749979","1","1","1","3.70245917364383","1.41421356237309","3.61803398874989"
"1","1","1","1","1.41421356237309","1.41421356237309","2"
"1","1","1","1","1.41421356237309","1.41421356237309","2"
"1","1","1","3.14626436994197","1.41421356237309","2.93185165257814","3.07313218497099"
"1","1","3.14626436994197","1","1.41421356237309","2.93185165257814","3.07313218497099"
"1","3.14626436994197","1","1","2.93185165257814","1.41421356237309","3.07313218497099"
"3.14626436994197","1","1","3.14626436994197","2.93185165257814","2.93185165257814","4.14626436994197"
"1","1","3.14626436994197","3.73205080756888","1.41421356237309","4.86370330515627","4.43915758875542"
"1","3.14626436994197","3.73205080756888","6.78072640549315","2.93185165257814","7.43365605645958","7.329520791502"
"3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","4.86370330515627","8.10788726034796","9.17229965164348"
"3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","7.43365605645958","5.95214807141775","9.46519287045694"
"6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","8.10788726034796","4.86370330515627","9.17229965164348"
"4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","5.95214807141775","5.22009726384887","7.8999704376468"
"3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","4.86370330515627","5.22009726384887","7.1303237624763"
"3.14626436994197","4.23606797749979","3.14626436994197","1","5.22009726384887","2.93185165257814","5.76429835869187"
"4.23606797749979","3.14626436994197","1","2.41421356237309","5.22009726384887","2.41421356237309","5.39827295490743"
"3.14626436994197","1","2.41421356237309","3.14626436994197","2.93185165257814","3.93185165257814","4.85337115112852"
"1","2.41421356237309","3.14626436994197","1","2.41421356237309","2.93185165257814","3.78023896615753"
"2.41421356237309","3.14626436994197","1","2.41421356237309","3.93185165257814","2.41421356237309","4.48734574734408"
"3.14626436994197","1","2.41421356237309","3.73205080756888","2.93185165257814","4.34606521495123","5.14626436994197"
"1","2.41421356237309","3.73205080756888","1","2.41421356237309","3.34606521495123","4.07313218497098"
"2.41421356237309","3.73205080756888","1","2.41421356237309","4.34606521495123","2.41421356237309","4.78023896615753"
"3.73205080756888","1","2.41421356237309","5.09524105384777","3.34606521495123","5.3099862821424","6.12075271189487"
"1","2.41421356237309","5.09524105384777","3.14626436994197","2.41421356237309","5.82762437234744","5.82785949308142"
"2.41421356237309","5.09524105384777","3.14626436994197","1","5.3099862821424","2.93185165257814","5.82785949308142"
"5.09524105384777","3.14626436994197","1","4.68555772028297","5.82762437234744","4.02029641883961","6.96353157203635"
"3.14626436994197","1","4.68555772028297","6.47890245052378","2.93185165257814","7.89446549506457","7.65536227037436"
"1","4.68555772028297","6.47890245052378","3.73205080756888","4.02029641883961","7.22023429117619","7.94825548918781"
"4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","7.89446549506457","5.27791686752937","9.31428089297225"
"6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","7.22023429117619","4.86370330515627","8.54463421780175"
"3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","5.27791686752937","3.93185165257814","6.51228977372641"
"3.73205080756888","3.14626436994197","2.41421356237309","1","4.86370330515627","2.41421356237309","5.14626436994197"
"3.14626436994197","2.41421356237309","1","3.73205080756888","3.93185165257814","3.34606521495123","5.14626436994197"
"2.41421356237309","1","3.73205080756888","1","2.41421356237309","3.34606521495123","4.07313218497098"
"1","3.73205080756888","1","3.14626436994197","3.34606521495123","2.93185165257814","4.43915758875542"
"3.73205080756888","1","3.14626436994197","1","3.34606521495123","2.93185165257814","4.43915758875542"
"1","3.14626436994197","1","2.41421356237309","2.93185165257814","2.41421356237309","3.78023896615753"
"3.14626436994197","1","2.41421356237309","1","2.93185165257814","2.41421356237309","3.78023896615753"
"1","2.41421356237309","1","2.41421356237309","2.41421356237309","2.41421356237309","3.41421356237309"
"2.41421356237309","1","2.41421356237309","1","2.41421356237309","2.41421356237309","3.41421356237309"
"1","2.41421356237309","1","3.14626436994197","2.41421356237309","2.93185165257814","3.78023896615753"
"Ds","Ds","Ds","Ds","Ds","Ds","Ds"
"5.09524105384777","2.41421356237309","2.41421356237309","1","1.8957727197693","1","2.04762052692388"
"2.41421356237309","2.41421356237309","1","2.41421356237309","0","-1","0.707106781186547"
"2.41421356237309","1","2.41421356237309","3.73205080756888","1","-0.931851652578137","-1.36602540378444"
"1","2.41421356237309","3.73205080756888","1","-1","1.93185165257814","-0.658918622597891"
"2.41421356237309","3.73205080756888","1","4.68555772028297","-0.931851652578137","-2.60608285646652","0.230353324829503"
"3.73205080756888","1","4.68555772028297","5.09524105384777","1.93185165257814","-0.289689863302781","-2.52437398328093"
"1","4.68555772028297","5.09524105384777","2.41421356237309","-2.60608285646652","1.8957727197693","-0.911948447968948"
"4.68555772028297","5.09524105384777","2.41421356237309","1","-0.289689863302781","1","3.18329260587882"
"5.09524105384777","2.41421356237309","1","3.73205080756888","1.8957727197693","-1.93185165257814","1.38870190432599"
"2.41421356237309","1","3.73205080756888","6.16227766016838","1","-1.71842988729475","-3.24005745268208"
"1","3.73205080756888","6.16227766016838","3.73205080756888","-1.93185165257814","1.71842988729475","-2.58113883008419"
"3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","-1.71842988729475","0.414213562373095","1.5080066451132"
"6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1.71842988729475","-0.414213562373095","1.5080066451132"
"3.73205080756888","3.14626436994197","3.73205080756888","1","0.414213562373095","1.93185165257814","1.07313218497099"
"3.14626436994197","3.73205080756888","1","3.14626436994197","-0.414213562373095","-1.51763809020504","1.36602540378444"
"3.73205080756888","1","3.14626436994197","4.23606797749979","1.93185165257814","-0.770607521065696","-1.32514076993644"
"1","3.14626436994197","4.23606797749979","1","-1.51763809020504","2.28824561127074","-0.544901803778909"
"3.14626436994197","4.23606797749979","1","1","-0.770607521065696","0","2.69116617372088"
"4.23606797749979","1","1","1","2.28824561127074","0","1.61803398874989"
"1","1","1","1","0","0","0"
"1","1","1","1","0","0","0"
"1","1","1","3.14626436994197","0","-1.51763809020504","-1.07313218497099"
"1","1","3.14626436994197","1","0","1.51763809020504","-1.07313218497099"
"1","3.14626436994197","1","1","-1.51763809020504","0","1.07313218497099"
"3.14626436994197","1","1","3.14626436994197","1.51763809020504","-1.51763809020504","0"
"1","1","3.14626436994197","3.73205080756888","0","-0.414213562373095","-2.43915758875542"
"1","3.14626436994197","3.73205080756888","6.78072640549315","-1.51763809020504","-2.15573918893021","-3.18325642156003"
"3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","-0.414213562373095","1.48150798504183","-2.29398447413263"
"3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","-2.15573918893021","0.674231203888383","1.04758434260509"
"6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","1.48150798504183","0.414213562373095","2.29398447413263"
"4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","0.674231203888383","-0.770607521065696","0.517638090205042"
"3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","0.414213562373095","0.770607521065696","-0.252008584965456"
"3.14626436994197","4.23606797749979","3.14626436994197","1","-0.770607521065696","1.51763809020504","1.61803398874989"
"4.23606797749979","3.14626436994197","1","2.41421356237309","0.770607521065696","-1","1.98405939253433"
"3.14626436994197","1","2.41421356237309","3.14626436994197","1.51763809020504","-0.517638090205042","-0.707106781186547"
"1","2.41421356237309","3.14626436994197","1","-1","1.51763809020504","-0.366025403784439"
"2.41421356237309","3.14626436994197","1","2.41421356237309","-0.517638090205042","-1","1.07313218497099"
"3.14626436994197","1","2.41421356237309","3.73205080756888","1.51763809020504","-0.931851652578137","-1"
"1","2.41421356237309","3.73205080756888","1","-1","1.93185165257814","-0.658918622597891"
"2.41421356237309","3.73205080756888","1","2.41421356237309","-0.931851652578137","-1","1.36602540378444"
"3.73205080756888","1","2.41421356237309","5.09524105384777","1.93185165257814","-1.8957727197693","-1.38870190432599"
"1","2.41421356237309","5.09524105384777","3.14626436994197","-1","1.37813462956426","-2.41364593070832"
"2.41421356237309","5.09524105384777","3.14626436994197","1","-1.8957727197693","1.51763809020504","1.68159512313945"
"5.09524105384777","3.14626436994197","1","4.68555772028297","1.37813462956426","-2.60608285646652","1.27797385175339"
"3.14626436994197","1","4.68555772028297","6.47890245052378","1.51763809020504","-1.26808621975844","-3.50909790043239"
"1","4.68555772028297","6.47890245052378","3.73205080756888","-2.60608285646652","1.94231742364682","-2.26269776890484"
"4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","-1.26808621975844","0","1.8501792778345"
"6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","1.94231742364682","0.414213562373095","1.6663190402909"
"3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","0","0.517638090205042","0.951811841411343"
"3.73205080756888","3.14626436994197","2.41421356237309","1","0.414213562373095","1","1.73205080756888"
"3.14626436994197","2.41421356237309","1","3.73205080756888","0.517638090205042","-1.93185165257814","0.414213562373095"
"2.41421356237309","1","3.73205080756888","1","1","1.93185165257814","-0.658918622597891"
"1","3.73205080756888","1","3.14626436994197","-1.93185165257814","-1.51763809020504","0.292893218813452"
"3.73205080756888","1","3.14626436994197","1","1.93185165257814","1.51763809020504","0.292893218813452"
"1","3.14626436994197","1","2.41421356237309","-1.51763809020504","-1","0.366025403784439"
"3.14626436994197","1","2.41421356237309","1","1.51763809020504","1","0.366025403784439"
